HAUL_ID,CATCH_SAMPLE_ID,MIX,SAMPLED_ALL,PARENT_SAMPLE_ID,SPECIES_CODE,SPECIES_NAME,SEX,SAMPLE_MODIFIER_ID,SAMPLE_MODIFIER,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
3,13,"N","Y",,68560,"Tanner crab",2,15,"Mature","110d9296d13b8ec4","<not set>","07/28/2021 06:09:47",0,"07/28/2021 06:09:47",13
3,14,"N","Y",,68560,"Tanner crab",2,16,"Immature","110d9296d13b8ec4","<not set>","07/28/2021 06:11:23",0,"07/28/2021 06:11:23",14
3,15,"N","Y",,68560,"Tanner crab",1,13,"All Sizes","110d9296d13b8ec4","<not set>","07/28/2021 06:18:19",0,"07/28/2021 06:18:19",15
