HAUL_ID,CATCH_SAMPLE_ID,MIX,SAMPLED_ALL,PARENT_SAMPLE_ID,SPECIES_CODE,SPECIES_NAME,SEX,SAMPLE_MODIFIER_ID,SAMPLE_MODIFIER,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
6,17,"N","Y",,69322,"red king crab",1,13,"All Sizes","110d9296d13b8ec4","<not set>","07/29/2021 08:42:11",0,"07/29/2021 08:42:11",17
6,18,"N","Y",,69322,"red king crab",2,15,"Mature","110d9296d13b8ec4","<not set>","07/29/2021 08:42:37",0,"07/29/2021 08:42:37",18
6,19,"N","Y",,68560,"Tanner crab",1,13,"All Sizes","110d9296d13b8ec4","<not set>","07/29/2021 08:53:31",0,"07/29/2021 08:53:31",19
6,20,"N","Y",,69400,"horsehair crab",1,13,"All Sizes","110d9296d13b8ec4","<not set>","07/29/2021 08:54:07",0,"07/29/2021 08:54:07",20
