HAUL_ID,CATCH_SAMPLE_ID,MIX,SAMPLED_ALL,PARENT_SAMPLE_ID,SPECIES_CODE,SPECIES_NAME,SEX,SAMPLE_MODIFIER_ID,SAMPLE_MODIFIER,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
7,21,"N","Y",,69322,"red king crab",1,13,"All Sizes","110d9296d13b8ec4","<not set>","07/29/2021 12:07:18",0,"07/29/2021 12:07:18",21
7,22,"N","Y",,69322,"red king crab",2,15,"Mature","110d9296d13b8ec4","<not set>","07/29/2021 12:07:41",0,"07/29/2021 12:07:41",22
