HAUL_ID,SPECIMEN_ID,CATCH_SAMPLE_ID,SPECIES_CODE,INCLUDE_IN_KEEP_COUNT,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
107,2258,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:46:17",0,"06/07/2021 14:46:17",2258
107,2259,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:46:40",0,"06/07/2021 14:46:40",2259
107,2260,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:46:43",0,"06/07/2021 14:46:43",2260
107,2261,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:46:46",0,"06/07/2021 14:46:46",2261
107,2262,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:46:57",0,"06/07/2021 14:46:57",2262
107,2263,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:46:59",0,"06/07/2021 14:46:59",2263
107,2264,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:07",0,"06/07/2021 14:47:07",2264
107,2265,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:14",0,"06/07/2021 14:47:14",2265
107,2266,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:17",0,"06/07/2021 14:47:17",2266
107,2267,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:21",0,"06/07/2021 14:47:21",2267
107,2268,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:29",0,"06/07/2021 14:47:29",2268
107,2269,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:31",0,"06/07/2021 14:47:31",2269
107,2270,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:35",0,"06/07/2021 14:47:35",2270
107,2271,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:39",0,"06/07/2021 14:47:39",2271
107,2272,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:56",0,"06/07/2021 14:47:56",2272
107,2273,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:47:58",0,"06/07/2021 14:47:58",2273
107,2274,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:02",0,"06/07/2021 14:48:02",2274
107,2275,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:08",0,"06/07/2021 14:48:08",2275
107,2276,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:26",0,"06/07/2021 14:48:26",2276
107,2277,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:35",0,"06/07/2021 14:48:35",2277
107,2278,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:43",0,"06/07/2021 14:48:43",2278
107,2279,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:48",0,"06/07/2021 14:48:48",2279
107,2280,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:51",0,"06/07/2021 14:48:51",2280
107,2281,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:48:58",0,"06/07/2021 14:48:58",2281
107,2282,199,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:16",0,"06/07/2021 14:49:16",2282
107,2283,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:37",0,"06/07/2021 14:49:37",2283
107,2284,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:39",0,"06/07/2021 14:49:39",2284
107,2285,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:46",0,"06/07/2021 14:49:46",2285
107,2286,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:48",0,"06/07/2021 14:49:48",2286
107,2287,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:55",0,"06/07/2021 14:49:55",2287
107,2288,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:49:58",0,"06/07/2021 14:49:58",2288
107,2289,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:50:03",0,"06/07/2021 14:50:03",2289
107,2290,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:50:13",0,"06/07/2021 14:50:13",2290
107,2291,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:50:16",0,"06/07/2021 14:50:16",2291
107,2292,200,69322,"Y","f1f9206994e82d08","<not set>","06/07/2021 14:50:21",0,"06/07/2021 14:50:21",2292
