HAUL_ID,CATCH_SAMPLE_VALUE_ID,CATCH_SAMPLE_ID,SAMPLE_VALUE_UNITS,WEIGHT,WEIGHT_UNITS,COUNT,KEEP,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
8,15,15,"BSK",22.0000,"KG",,"Y","110d9296d13b8ec4","Zacher, Leah","03/19/2023 15:20:43",0,"03/19/2023 15:20:43",15
8,16,16,"BSK",22.0000,"KG",,"Y","110d9296d13b8ec4","Zacher, Leah","03/19/2023 15:21:05",0,"03/19/2023 15:21:05",16
