HAUL_ID,SPECIMEN_ID,CATCH_SAMPLE_ID,SPECIES_CODE,INCLUDE_IN_KEEP_COUNT,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
54,1882,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:16",0,"05/21/2018 15:49:16",1882
54,1883,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:23",0,"05/21/2018 15:49:23",1883
54,1884,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:28",0,"05/21/2018 15:49:28",1884
54,1885,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:33",0,"05/21/2018 15:49:33",1885
54,1886,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:36",0,"05/21/2018 15:49:36",1886
54,1887,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:42",0,"05/21/2018 15:49:42",1887
54,1888,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:50",0,"05/21/2018 15:49:50",1888
54,1889,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:49:57",0,"05/21/2018 15:49:57",1889
54,1890,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:04",0,"05/21/2018 15:50:04",1890
54,1891,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:14",0,"05/21/2018 15:50:14",1891
54,1892,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:18",0,"05/21/2018 15:50:18",1892
54,1893,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:23",0,"05/21/2018 15:50:23",1893
54,1894,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:28",0,"05/21/2018 15:50:28",1894
54,1895,106,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:34",0,"05/21/2018 15:50:34",1895
54,1896,107,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:50:57",0,"05/21/2018 15:50:57",1896
54,1897,107,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/21/2018 15:51:02",0,"05/21/2018 15:51:02",1897
