HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,TOTAL_WEIGHT,WEIGHT_UNITS,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
96,756,137,"XJW",,,22.00,"KG","f1f9206994e82d08","<not set>","06/07/2021 10:53:37",0,"06/07/2021 10:53:37",96
