HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,TOTAL_WEIGHT,WEIGHT_UNITS,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
68,756,90,"X117",,,22.00,"KG","f1f9206994e82d08","<not set>","06/05/2021 13:37:29",0,"06/05/2021 13:37:29",68
