HAUL_ID,CATCH_SAMPLE_VALUE_ID,CATCH_SAMPLE_ID,SAMPLE_VALUE_UNITS,WEIGHT,WEIGHT_UNITS,COUNT,KEEP,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
100,188,185,"BSK",22.0000,"KG",,"Y","f1f9206994e82d08","<not set>","06/07/2021 12:07:07",0,"06/07/2021 12:07:07",188
100,189,186,"BSK",22.0000,"KG",,"Y","f1f9206994e82d08","<not set>","06/07/2021 12:07:17",0,"06/07/2021 12:07:17",189
