HAUL_ID,SPECIMEN_ID,CATCH_SAMPLE_ID,SPECIES_CODE,INCLUDE_IN_KEEP_COUNT,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
107,3246,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:00",0,"05/25/2018 16:07:00",3246
107,3247,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:07",0,"05/25/2018 16:07:07",3247
107,3248,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:10",0,"05/25/2018 16:07:10",3248
107,3249,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:14",0,"05/25/2018 16:07:14",3249
107,3250,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:20",0,"05/25/2018 16:07:20",3250
107,3251,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:29",0,"05/25/2018 16:07:29",3251
107,3252,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:32",0,"05/25/2018 16:07:32",3252
107,3253,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:37",0,"05/25/2018 16:07:37",3253
107,3254,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:42",0,"05/25/2018 16:07:42",3254
107,3255,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:48",0,"05/25/2018 16:07:48",3255
107,3256,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:07:53",0,"05/25/2018 16:07:53",3256
107,3257,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:08:00",0,"05/25/2018 16:08:00",3257
107,3258,206,69322,"Y","2cc8796ee90f5a1e","Zacher, Leah","05/25/2018 16:08:06",0,"05/25/2018 16:08:06",3258
