HAUL_ID,SPECIMEN_ID,CATCH_SAMPLE_ID,SPECIES_CODE,INCLUDE_IN_KEEP_COUNT,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
29,241,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:17:19",0,"06/02/2021 11:17:19",241
29,242,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:17:53",0,"06/02/2021 11:17:53",242
29,243,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:17:56",0,"06/02/2021 11:17:56",243
29,244,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:18:14",0,"06/02/2021 11:18:14",244
29,245,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:18:25",0,"06/02/2021 11:18:25",245
29,246,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:18:40",0,"06/02/2021 11:18:40",246
29,247,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:18:50",0,"06/02/2021 11:18:50",247
29,248,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:19:06",0,"06/02/2021 11:19:06",248
29,249,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:19:10",0,"06/02/2021 11:19:10",249
29,250,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:19:45",0,"06/02/2021 11:19:45",250
29,251,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:20:00",0,"06/02/2021 11:20:00",251
29,252,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:20:17",0,"06/02/2021 11:20:17",252
29,253,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:20:28",0,"06/02/2021 11:20:28",253
29,254,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:20:57",0,"06/02/2021 11:20:57",254
29,255,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:21:04",0,"06/02/2021 11:21:04",255
29,256,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:21:10",0,"06/02/2021 11:21:10",256
29,257,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:21:25",0,"06/02/2021 11:21:25",257
29,258,49,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:21:57",0,"06/02/2021 11:21:57",258
29,259,50,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:22:27",0,"06/02/2021 11:22:27",259
29,260,50,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:22:36",0,"06/02/2021 11:22:36",260
29,261,50,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:22:42",0,"06/02/2021 11:22:42",261
29,262,50,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:23:01",0,"06/02/2021 11:23:01",262
29,263,50,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:23:06",0,"06/02/2021 11:23:06",263
29,264,50,69322,"Y","f1f9206994e82d08","<not set>","06/02/2021 11:23:17",0,"06/02/2021 11:23:17",264
