HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,TOTAL_WEIGHT,WEIGHT_UNITS,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
87,756,109,"X78",,,22.00,"KG","f1f9206994e82d08","<not set>","06/06/2021 11:43:13",0,"06/06/2021 11:43:13",87
