HAUL_ID,CATCH_SAMPLE_ID,MIX,SAMPLED_ALL,PARENT_SAMPLE_ID,SPECIES_CODE,SPECIES_NAME,SEX,SAMPLE_MODIFIER_ID,SAMPLE_MODIFIER,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
51,92,"N","Y",,69322,"red king crab",1,13,"All Sizes","f1f9206994e82d08","<not set>","06/04/2021 12:02:01",0,"06/04/2021 12:02:01",92
51,93,"N","Y",,69322,"red king crab",2,13,"All Sizes","f1f9206994e82d08","<not set>","06/04/2021 12:02:19",0,"06/04/2021 12:02:19",93
