HAUL_ID,CATCH_SAMPLE_VALUE_ID,CATCH_SAMPLE_ID,SAMPLE_VALUE_UNITS,WEIGHT,WEIGHT_UNITS,COUNT,KEEP,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
3,24,13,"BSK",1.6720,"KG",,"Y","110d9296d13b8ec4","<not set>","07/28/2021 06:10:42",0,"07/28/2021 06:10:42",24
3,25,14,"TUB",1.7620,"KG",,"Y","110d9296d13b8ec4","<not set>","07/28/2021 06:11:37",0,"07/28/2021 06:11:37",25
3,26,15,"TUB",4.2180,"KG",,"Y","110d9296d13b8ec4","<not set>","07/28/2021 06:18:38",0,"07/28/2021 06:18:38",26
