HAUL_ID,CATCH_SAMPLE_VALUE_ID,CATCH_SAMPLE_ID,SAMPLE_VALUE_UNITS,WEIGHT,WEIGHT_UNITS,COUNT,KEEP,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
7,32,21,"BSK",3.6000,"KG",,"Y","110d9296d13b8ec4","<not set>","07/29/2021 12:07:30",0,"07/29/2021 12:07:30",32
7,33,22,"TUB",1.7800,"KG",,"Y","110d9296d13b8ec4","<not set>","07/29/2021 12:07:54",0,"07/29/2021 12:07:54",33
