HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,TOTAL_WEIGHT,WEIGHT_UNITS,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
59,756,999,"456",,,,,"2a074d474ebdc762","Richar, Jon","02/08/2023 10:35:35",0,"02/08/2023 10:35:35",59
