VESSEL,CRUISE,HAUL,COMMON_NAME,SPECIES_CODE,WEIGHT,NUMBER_CRAB,HAUL_ID,RECORDING_DEVICE,ID
162,202201,131,"red king crab",69322,22.000,23.00000,102,"f1f9206994e82d08","f1f9206994e82d08_13169322"
