VESSEL,CRUISE,HAUL,COMMON_NAME,SPECIES_CODE,WEIGHT,NUMBER_CRAB,HAUL_ID,RECORDING_DEVICE,ID
94,202201,274,"red king crab",69322,24.000,6.00000,122,"110d9296d13b8ec4","110d9296d13b8ec4_27469322"
