HAUL_ID,CATCH_SAMPLE_VALUE_ID,CATCH_SAMPLE_ID,SAMPLE_VALUE_UNITS,WEIGHT,WEIGHT_UNITS,COUNT,KEEP,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
7,25,17,"BSK",22.0000,"KG",,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:22:47",0,"02/23/2023 15:22:47",25
7,26,18,"BSK",22.0000,"KG",36,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:23:13",0,"02/23/2023 15:23:13",26
