HAUL_ID,SPECIMEN_ID,CATCH_SAMPLE_ID,SPECIES_CODE,INCLUDE_IN_KEEP_COUNT,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
6,23,15,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:19:14",0,"02/23/2023 15:19:14",23
6,24,15,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:19:28",0,"02/23/2023 15:19:28",24
6,25,15,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:19:32",0,"02/23/2023 15:19:32",25
6,26,15,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:19:35",0,"02/23/2023 15:19:35",26
6,27,16,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:20:15",0,"02/23/2023 15:20:15",27
6,28,16,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:20:18",0,"02/23/2023 15:20:18",28
6,29,16,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:20:21",0,"02/23/2023 15:20:21",29
6,30,16,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:20:23",0,"02/23/2023 15:20:23",30
6,31,16,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:20:52",0,"02/23/2023 15:20:52",31
6,32,16,69322,"Y","18c475f58d54b66e","<not set>","02/23/2023 15:20:57",0,"02/23/2023 15:20:57",32
