HAUL_ID,CRUISE_ID,HAUL,STATION,GEAR_DEPTH,DEPTH_UNITS,TOTAL_WEIGHT,WEIGHT_UNITS,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
4,756,55,"G67",2.0,"M",,,"18c475f58d54b66e","<not set>","02/16/2023 09:09:28",0,"02/16/2023 09:09:28",4
