HAUL_ID,CATCH_SAMPLE_VALUE_ID,CATCH_SAMPLE_ID,SAMPLE_VALUE_UNITS,WEIGHT,WEIGHT_UNITS,COUNT,KEEP,RECORDING_DEVICE,RECORDER,RECORD_TIMESTAMP,DATABASE_STATUS,STATUS_TIMESTAMP,DEVICE_RECORD_ID
4,15,9,"BSK",22.0000,"KG",,"Y","18c475f58d54b66e","<not set>","02/16/2023 09:10:03",0,"02/16/2023 09:10:03",15
4,16,9,"BSK",,,200,"N","18c475f58d54b66e","<not set>","02/16/2023 09:10:27",0,"02/16/2023 09:10:27",16
4,17,10,"BSK",22.0000,"KG",,"Y","18c475f58d54b66e","<not set>","02/16/2023 09:11:13",0,"02/16/2023 09:11:13",17
4,18,11,"BSK",22.0000,"KG",,"Y","18c475f58d54b66e","<not set>","02/16/2023 09:12:16",0,"02/16/2023 09:12:16",18
