VESSEL,SPN,POT_ID,BUOY,DATE_SET,TIME_SET,LAT_DEG,LAT_MIN,LON_DEG,LON_MIN,DEPTH_F,DATE_HAUL,TIME_HAUL,GEAR_CODE,NOTES
94,1,1,DK10,3/9/2023,10:34,56,24.52,161,2.49,44,3/10/2023,15:23,,
94,2,2,456,3/9/2023,6:09,56,24.48,161,3.14,44,3/10/2023,19:45,,
