"Pot_ID","Latitude_grid","Longitude_grid","Vessel","Logger","Latitude_pot","Longitude_pot","AveDepth","AveTemp","SDTemp","AveSal","SDSal","Source"
"D8",57.5829,-162.871,"Silver Spray",240,57.582,-162.87,48.5329892787234,0.0147272699680851,0.0766305430506466,NA,NA,"ADFG"
"D13",57.417,-162.8738,"Silver Spray",242,57.41683333,-162.8741667,49.4819350506915,0.280010383898936,0.030227842953289,32.0241779418617,0.00870066762624282,"ADFG"
"D18",57.2512,-162.8766,"Silver Spray",248,57.2505,-162.8786667,51.2202802296825,0.598945934142857,0.164744587261862,32.0068669871429,0.0142158427962759,"ADFG"
"D23",57.0853,-162.8793,"Silver Spray",247,57.08533333,-162.8791667,59.6967772792105,1.10986097625263,0.0973646725400577,32.0219977634211,0.00987696745716065,"ADFG"
"C23",57.0866,-163.3386,"Silver Spray",245,57.08633333,-163.3378333,63.9364204777348,1.85212048763536,0.0388456922575902,31.8451719920994,0.107361614207949,"ADFG"
"C18",57.2525,-163.338,"Silver Spray",254,57.25266667,-163.338,56.0354206875275,1.62888473682967,0.0390780380053303,NA,NA,"ADFG"
"C12",57.4516,-163.3372,"Silver Spray",255,57.452,-163.3365,49.704644813388,0.14126408720765,0.0232601172646217,NA,NA,"ADFG"
"G23",57.0709,-161.5022,"Silver Spray",242,57.07,-161.4883333,65.4392086508019,2.42448109158962,0.0238899095645102,31.8424833142453,0.0223286335112074,"ADFG"
"C7",57.6174,-163.3366,"Silver Spray",258,57.617,-163.3375,46.3209124998913,-0.280290892152174,0.0543487356535521,NA,NA,"ADFG"
"C2",57.7833,-163.3359,"Silver Spray",241,57.7835,-163.338,46.2965316488649,-0.540328235675676,0.0450456396091273,NA,NA,"ADFG"
"B3",57.7497,-163.8039,"Silver Spray",247,57.74933333,-163.8033333,48.4253133934783,-1.22513468983696,0.0608538671243218,31.3207308463043,0.0520717785075302,"ADFG"
"B8",57.5839,-163.8024,"Silver Spray",248,57.58333333,-163.8011667,49.0465200683243,-0.583710400605405,0.117032506689321,31.7184058044865,0.0532701013340547,"ADFG"
"F37",56.6128,-161.9804,"Silver Spray",258,56.61166667,-161.98,76.072818314023,2.36079885887356,0.0443732626945547,NA,NA,"ADFG"
"B13",57.4181,-163.8008,"Silver Spray",242,57.41666667,-163.801,53.2421287070053,-0.229390046882353,0.147907160282429,31.8466403463102,0.0334064302218195,"ADFG"
"B18",57.2522,-163.7993,"Silver Spray",240,57.25133333,-163.799,63.9136178198936,0.50225683075,0.188429771490033,NA,NA,"ADFG"
"B23",57.0863,-163.7978,"Silver Spray",238,57.085,-163.7975,66.5485642210526,1.41989512714211,0.0205645457332914,32.089741563,0.0454805237580175,"ADFG"
"A23",57.0676,-164.2567,"Silver Spray",241,57.0675,-164.2558333,68.1720130659551,1.2689684097191,0.00803255182735063,NA,NA,"ADFG"
"A18",57.2335,-164.2603,"Silver Spray",258,57.23366667,-164.2586667,65.3181780390556,0.370355020505556,0.138781565397906,NA,NA,"ADFG"
"A13",57.3994,-164.264,"Silver Spray",255,57.39983333,-164.263,60.0555034119444,-0.0401837667833333,0.068318602613947,NA,NA,"ADFG"
"G28",56.905,-161.5112,"Silver Spray",254,56.90333333,-161.5016667,77.6165102578037,2.78600322204673,0.0119907644134251,NA,NA,"ADFG"
"A8",57.5652,-164.2677,"Silver Spray",254,57.56516667,-164.2661667,53.8920452457459,-0.659438492132597,0.0300882052808903,NA,NA,"ADFG"
"A3",57.731,-164.2714,"Silver Spray",245,57.73166667,-164.2698333,49.7240587748087,-1.08939603762295,0.0428409576520324,31.4923884002732,0.0412185560749986,"ADFG"
"G33",56.7391,-161.5202,"Silver Spray",238,56.73833333,-161.5141667,81.7842677056481,2.77812590400926,0.0439143374420753,31.9974934952315,0.0180173203661738,"ADFG"
"I48",56.2566,-160.6474,"Silver Spray",247,56.25666667,-160.6491667,26.3089847105612,0.925722243673469,0.0253438694999869,31.0960614558163,0.0103241588248717,"ADFG"
"I43",56.4225,-160.6346,"Silver Spray",240,56.42333333,-160.6366667,48.1903290985714,1.69826799305495,0.0597441940337254,NA,NA,"ADFG"
"I38",56.5884,-160.6217,"Silver Spray",258,56.58833333,-160.6241667,61.2985022307738,2.08524519766071,0.0301947689764725,NA,NA,"ADFG"
"I33",56.7542,-160.6087,"Silver Spray",245,56.75416667,-160.61,69.1437248852079,2.16663833657768,0.0308891216412263,31.9549699540919,0.0309665129534578,"ADFG"
"J38",56.5769,-160.1693,"Silver Spray",247,56.57666667,-160.1683333,44.91747627,1.27305255684656,0.157265239546527,31.3536726207937,0.0643935457210328,"ADFG"
"J33",56.7426,-160.1542,"Silver Spray",240,56.7425,-160.1583333,59.8064939787831,1.78817300780423,0.119045984675906,NA,NA,"ADFG"
"J28",56.9084,-160.139,"Silver Spray",254,56.90833333,-160.1416667,60.4466907801579,2.00804666989474,0.0154131818322152,NA,NA,"ADFG"
"J23",57.0741,-160.1236,"Silver Spray",238,57.07416667,-160.1266667,63.0689028263874,1.90314549639267,0.0426147797337434,32.1353943086911,0.0410606210915566,"ADFG"
"F32",56.7788,-161.9735,"Silver Spray",245,56.77833333,-161.9741667,69.5281720233143,2.21782046730286,0.0922737230562188,31.9690592053714,0.0172624419358642,"ADFG"
"J18",57.2398,-160.1082,"Silver Spray",242,57.24,-160.1091667,59.700480004715,1.70193297100518,0.0854635940324537,31.9613821601036,0.0497760682877296,"ADFG"
"K13",57.4251,-159.6264,"Silver Spray",258,57.42483333,-159.6265,56.3440990284211,0.852272625468421,0.0160305555950657,NA,NA,"ADFG"
"K18",57.2595,-159.6442,"Silver Spray",245,57.25866667,-159.6455,57.1285202658639,0.955807314267016,0.0993134879757502,31.5504723923037,0.0534285457024095,"ADFG"
"I38",56.5884,-160.6217,"Silver Spray",258,56.58,-160.6283333,60.7127244681553,2.0036482612589,0.0459334718444015,NA,NA,"ADFG"
"E22",57.1154,-162.4192,"Silver Spray",248,57.12666667,-162.4263333,55.9090905786559,1.6119329092043,0.0474673973454077,31.9755362205376,0.0818056728269324,"ADFG"
"I34",56.7211,-160.6113,"Silver Spray",242,56.70816667,-160.6221667,67.6527943687952,2.17249845572289,0.0271693910245729,31.8669078307229,0.03183834765669,"ADFG"
"F59",55.8822,-162.0096,"Summer Bay",224,55.88266667,-162.0095,29.2684267362644,1.82850508655747,0.155604034071165,NA,NA,"ADFG"
"E50",56.1859,-162.4457,"Summer Bay",253,56.187,-162.445,77.0183760769406,2.80967042005936,0.0549204890451177,NA,NA,"ADFG"
"E54",56.053,-162.4494,"Summer Bay",225,56.053,-162.4483333,75.804806843945,2.87858713151376,0.0229927554816342,NA,NA,"ADFG"
"E57",55.9533,-162.4521,"Summer Bay",244,55.9545,-162.4513333,73.7097384540271,2.82023547938009,0.0325528917737878,31.4665610171041,0.0305539808152266,"ADFG"
"E59",55.8869,-162.454,"Summer Bay",246,55.88733333,-162.4535,68.2237495473182,2.68708406065909,0.0560379458049701,31.3740240395,0.0311275513871797,"ADFG"
"E63",55.754,-162.4576,"Summer Bay",219,55.754,-162.4566667,48.7448556706393,2.33953630064384,0.0340743656458014,31.2418749735616,0.0125906934520308,"ADFG"
"E65",55.6875,-162.4594,"Summer Bay",224,55.68766667,-162.4593333,36.9509992602304,2.14170237315668,0.0915933627964925,NA,NA,"ADFG"
"C27",56.9539,-163.3391,"Summer Bay",256,56.95333333,-163.3391667,65.5400188376316,2.2693251018797,0.124893480139622,NA,NA,"ADFG"
"C33",56.7547,-163.3398,"Summer Bay",257,56.75733333,-163.3395,71.194482040823,2.4892214608107,0.014869671077703,NA,NA,"ADFG"
"F47",56.2808,-161.9938,"Summer Bay",225,56.28083333,-161.995,84.1165621625281,2.66920354681461,0.035851336091921,NA,NA,"ADFG"
"C39",56.5555,-163.3405,"Summer Bay",232,56.55466667,-163.3391667,79.8076925897235,2.65485058908295,0.0538678474294618,31.9274263683871,0.0148270788883895,"ADFG"
"C43",56.4227,-163.341,"Summer Bay",243,56.42266667,-163.3391667,82.1039559758209,2.73276073542289,0.0510556348625414,31.7161918868657,0.0165456818395571,"ADFG"
"C45",56.3563,-163.3412,"Summer Bay",233,56.356,-163.3408333,84.2000276363212,2.7398081915285,0.0150952194944307,31.8508707278756,0.0056928580699374,"ADFG"
"D46",56.3217,-162.8917,"Summer Bay",224,56.32166667,-162.892,78.6885406992268,2.87005077039691,0.0134370750628177,NA,NA,"ADFG"
"D48",56.2553,-162.8927,"Summer Bay",219,56.2555,-162.8931667,80.9578266760309,2.88066093902577,0.0145370375526108,31.6326781770103,0.0166604461826074,"ADFG"
"D52",56.1224,-162.8948,"Summer Bay",246,56.12233333,-162.8948333,89.8490555854592,2.95084435007143,0.0212123379997905,31.4908097586735,0.0153143764121346,"ADFG"
"D54",56.056,-162.8958,"Summer Bay",244,56.055,-162.8953333,82.2809642015228,2.95021239408629,0.027750012426294,31.4605495296954,0.0213553342590177,"ADFG"
"D58",55.9231,-162.8979,"Summer Bay",225,55.92366667,-162.8976667,81.8330986674619,3.00054445189848,0.0262604502349815,NA,NA,"ADFG"
"D61",55.8234,-162.8994,"Summer Bay",253,55.8235,-162.8998333,80.0260250734848,3.03220224970202,0.0225279298949206,NA,NA,"ADFG"
"F44",56.3804,-161.9898,"Summer Bay",253,56.37916667,-161.9898333,80.7881985960335,2.54368915249162,0.0200716935606264,NA,NA,"ADFG"
"B26",56.9867,-163.7969,"Summer Bay",256,56.98716667,-163.7975,67.1771965402335,1.71304249920233,0.054259211435617,NA,NA,"ADFG"
"B32",56.7876,-163.7951,"Summer Bay",257,56.78766667,-163.7953333,71.165533263547,1.98608946332479,0.0496250174801857,NA,NA,"ADFG"
"B38",56.5884,-163.7934,"Summer Bay",232,56.58883333,-163.7936667,77.9377864442254,2.26377031082629,0.0728876295425116,31.9975658986385,0.0156549085881773,"ADFG"
"B42",56.4556,-163.7922,"Summer Bay",243,56.45633333,-163.7921667,81.4580934340306,2.47815830039286,0.047223200810109,31.7583727380102,0.00617772522109699,"ADFG"
"B44",56.3891,-163.7916,"Summer Bay",233,56.38966667,-163.7915,83.5967743075132,2.5928767311746,0.0723980566043561,31.8860838688889,0.00800762439516403,"ADFG"
"C61",55.8247,-163.3431,"Summer Bay",253,55.825,-163.3433333,88.2617646840094,4.0238379412783,0.102341651247409,NA,NA,"ADFG"
"C58",55.9244,-163.3427,"Summer Bay",225,55.92383333,-163.3433333,88.6155691114019,3.94527728236449,0.158229889035951,NA,NA,"ADFG"
"C54",56.0573,-163.3423,"Summer Bay",244,56.05766667,-163.3426667,87.3220914522685,3.16058815226389,0.0110337310761903,31.6026781171759,0.0134830987613362,"ADFG"
"C52",56.1238,-163.342,"Summer Bay",246,56.12333333,-163.3423333,94.2706557832258,3.1568111180553,0.017650189604471,31.6301535414286,0.0158800869081671,"ADFG"
"C48",56.2566,-163.3416,"Summer Bay",219,56.25666667,-163.3403333,87.1493649259361,3.00301247438813,0.0346032256847365,31.6550208543379,0.00912909513998284,"ADFG"
"C46",56.3231,-163.3413,"Summer Bay",224,56.32333333,-163.3416667,84.150101908733,2.93008420086425,0.0322618205033495,NA,NA,"ADFG"
"A27",56.9349,-164.2538,"Summer Bay",256,56.935,-164.2536667,69.2429519220415,1.58424986918685,0.0220395980765632,NA,NA,"ADFG"
"A33",56.7357,-164.2495,"Summer Bay",257,56.73583333,-164.2503333,72.9684212260821,1.77784619345896,0.029492412240355,NA,NA,"ADFG"
"G55",56.0088,-161.5586,"Summer Bay",233,56.00766667,-161.5566667,32.5975393298361,1.65508035052869,0.153740444679324,31.2663286270082,0.0505250081132292,"ADFG"
"A39",56.5365,-164.2453,"Summer Bay",232,56.5365,-164.2461667,79.167400014187,2.024274045,0.0411389440823875,32.0378052499187,0.00898350779249719,"ADFG"
"A43",56.4037,-164.2425,"Summer Bay",243,56.40483333,-164.2436667,83.1115868796996,2.33951221370386,0.0427505076043285,31.7916075881116,0.0842902653665574,"ADFG"
"A45",56.3373,-164.2411,"Summer Bay",233,56.33716667,-164.2415,86.5442432756889,2.29696129668,0.0205358404109047,31.95394003,0.00691353164885832,"ADFG"
"D66",55.6572,-162.9019,"Summer Bay",224,55.657,-162.9023333,54.5779376767111,2.87847888823111,0.022847297188118,NA,NA,"ADFG"
"D68",55.5907,-162.903,"Summer Bay",219,55.5905,-162.9028333,50.9424183291111,2.83324491003111,0.0319183829001454,31.3384129963556,0.0130321613480205,"ADFG"
"C79",55.2263,-163.3451,"Summer Bay",246,55.22633333,-163.3455,50.3351739383267,2.84781547451394,0.0181545155784474,31.2871581961753,0.00961483329362304,"ADFG"
"C77",55.2928,-163.3449,"Summer Bay",244,55.29283333,-163.3443333,47.072353665144,2.99649352566667,0.0440979186467658,31.3944200949794,0.0265685941566666,"ADFG"
"G53",56.0752,-161.5552,"Summer Bay",243,56.0745,-161.5556667,44.6107676449367,2.0158903361097,0.0925550626461293,31.2931338278481,0.0234966514179528,"ADFG"
"C73",55.4258,-163.3445,"Summer Bay",225,55.42566667,-163.3446667,56.0272744929075,3.204446811,0.0402616646108666,NA,NA,"ADFG"
"C70",55.5256,-163.3441,"Summer Bay",253,55.525,-163.3451667,65.8995659031163,3.29318694210698,0.0323510495148025,NA,NA,"ADFG"
"B46",56.3227,-163.791,"Summer Bay",256,56.32266667,-163.7913333,84.4244747285841,2.8221382564823,0.0273815840647263,NA,NA,"ADFG"
"B52",56.1234,-163.7893,"Summer Bay",257,56.12383333,-163.79,88.3744865390777,3.0912822751699,0.00887071792705582,NA,NA,"ADFG"
"B58",55.9241,-163.7876,"Summer Bay",232,55.92433333,-163.788,92.7834118028495,4.18559517716667,0.0731173952514202,32.2138958477957,0.0289321482667865,"ADFG"
"B62",55.7911,-163.7865,"Summer Bay",243,55.792,-163.7853333,92.3871623441279,4.30246311939535,0.0565476570188503,32.0904844651744,0.0267829989626749,"ADFG"
"B64",55.7247,-163.7859,"Summer Bay",233,55.7245,-163.7858333,93.681520776,4.38074638369697,0.0127313243406587,32.3255651911515,0.00328810152284881,"ADFG"
"B83",55.0929,-163.7807,"Summer Bay",246,55.09333333,-163.781,37.9870467723246,3.10531033678947,0.0465543883222468,31.2938727330263,0.0504930311451941,"ADFG"
"B81",55.1594,-163.7813,"Summer Bay",244,55.15916667,-163.7815,42.1953397045701,3.20133169695475,0.0374521800946555,31.4796846023529,0.0364325518848102,"ADFG"
"B77",55.2924,-163.7824,"Summer Bay",225,55.2925,-163.7821667,63.0488578773558,3.34222333723558,0.0106578301365425,NA,NA,"ADFG"
"G49",56.208,-161.5483,"Summer Bay",232,56.20783333,-161.5478333,58.1997491255455,2.40893539470455,0.0196445195972422,31.7224279561364,0.0432017564946037,"ADFG"
"B74",55.3922,-163.7832,"Summer Bay",253,55.3925,-163.7833333,78.2272436248731,3.41398708072081,0.0169792052064917,NA,NA,"ADFG"
"B66",55.6582,-163.7854,"Summer Bay",219,55.65783333,-163.7853333,93.9067736138235,4.12696732057647,0.0840772927609916,32.1257810307647,0.0277467261766352,"ADFG"
"A47",56.2709,-164.2397,"Summer Bay",256,56.27066667,-164.2398333,87.571840435443,2.43802637653165,0.0246027286561967,NA,NA,"ADFG"
"A53",56.0716,-164.2355,"Summer Bay",257,56.07166667,-164.2355,89.5624729281073,2.76149685495268,0.0607076398527638,NA,NA,"ADFG"
"A59",55.8722,-164.2315,"Summer Bay",232,55.87266667,-164.2306667,93.6198271166352,3.87279612325786,0.102047801801106,32.2292098194654,0.0352528886540534,"ADFG"
"A63",55.7393,-164.2288,"Summer Bay",243,55.73883333,-164.2276667,94.1298465292138,4.26032732507862,0.0130425607551465,32.1788135838365,0.00373953191349265,"ADFG"
"A65",55.6728,-164.2274,"Summer Bay",233,55.673,-164.2278333,93.8108843405329,4.0789358082163,0.0763033416250761,32.2730686767712,0.00717965900372944,"ADFG"
"F57",55.9487,-162.007,"Summer Bay",219,55.949,-162.0071667,45.8999257959195,2.28733395967816,0.0450281606171945,31.3122995143678,0.0187336882941837,"ADFG"
"G43",56.4072,-161.5378,"Summer Bay",257,56.40683333,-161.5388333,65.1311364997959,2.48310058894388,0.0418938791953271,NA,NA,"ADFG"
"G37",56.6064,-161.5273,"Summer Bay",256,56.60633333,-161.5271667,74.8382565691176,2.50916540262353,0.0438737274668035,NA,NA,"ADFG"
"H49",56.2332,-161.0981,"Summer Bay",253,56.232,-161.0981667,44.8962050040618,1.86962230453444,0.0522700168952989,NA,NA,"ADFG"
"H46",56.3327,-161.0917,"Summer Bay",225,56.332,-161.0915,53.0367274541371,2.29095613021513,0.0727187841977013,NA,NA,"ADFG"
"H42",56.4655,-161.0831,"Summer Bay",244,56.46466667,-161.083,64.8945270453882,2.28759945888941,0.0190837069586246,31.5422693517176,0.04400450129557,"ADFG"
"H40",56.5319,-161.0787,"Summer Bay",246,56.53166667,-161.0791667,68.7681324051765,2.32478234872471,0.0304446116039751,31.7033358545176,0.0491128583754392,"ADFG"
"H36",56.6646,-161.07,"Summer Bay",219,56.66466667,-161.0711667,68.7288777544601,2.32932915165728,0.0163435615070809,31.7443072197653,0.0165032468560894,"ADFG"
"H34",56.7309,-161.0656,"Summer Bay",224,56.73083333,-161.066,70.1347758480796,2.35360778168618,0.0250080151074114,NA,NA,"ADFG"
"E45",56.3519,-162.4411,"Summer Bay",224,56.3515,-162.4406667,77.7055295177473,2.61168884045604,0.0286021483406421,NA,NA,"ADFG"
"E43",56.4183,-162.4392,"Summer Bay",219,56.41833333,-162.4388333,75.3432966241209,2.50204104035165,0.0102543377212714,31.7486047075275,0.00646287277010591,"ADFG"
"E39",56.5511,-162.4355,"Summer Bay",246,56.5505,-162.4361667,75.2430144891257,2.40410714151913,0.0223423028418591,31.779518823224,0.0147685058308823,"ADFG"
"E37",56.6175,-162.4336,"Summer Bay",244,56.6175,-162.4336667,67.3220555774317,2.3730270041694,0.0369722811062155,31.7949226232787,0.0304249010226237,"ADFG"
"F53",56.0815,-162.0018,"Summer Bay",246,56.08166667,-162.002,62.8764023221591,2.60448877840909,0.0505024251695757,31.5269597080682,0.0166809127935865,"ADFG"
"E34",56.7171,-162.4307,"Summer Bay",225,56.71716667,-162.4325,73.661873636776,2.19921349947541,0.0228110139504596,NA,NA,"ADFG"
"E30",56.8499,-162.4269,"Summer Bay",253,56.85016667,-162.4296667,65.0097641432065,2.06809836342935,0.0345490839706074,NA,NA,"ADFG"
"D45",56.3549,-162.8911,"Summer Bay",233,56.3545,-162.8908333,79.4996070292857,2.70459126246992,0.0398592378720193,31.8205219050752,0.00740651163070428,"ADFG"
"D43",56.4214,-162.8901,"Summer Bay",243,56.42116667,-162.8906667,80.1163877661423,2.70199972237079,0.0297854592618458,31.7086940026966,0.00439787512859609,"ADFG"
"D39",56.5542,-162.888,"Summer Bay",232,56.55316667,-162.8891667,76.5704430696255,2.36614070618352,0.0375471240988983,31.9194177410112,0.0239591066146341,"ADFG"
"F51",56.148,-161.9991,"Summer Bay",244,56.148,-161.9986667,62.6754964775568,2.62470680259091,0.0507038929221046,31.5159804465341,0.0076009731370401,"ADFG"
"D33",56.7534,-162.8848,"Summer Bay",257,56.75316667,-162.8863333,67.329431748513,2.35440087508178,0.0846516475956287,NA,NA,"ADFG"
"D27",56.9525,-162.8815,"Summer Bay",256,56.95333333,-162.8813333,61.2337552566176,1.90147272454412,0.0320734975379398,NA,NA,"ADFG"
"F55",56.0151,-162.0044,"Summer Bay",37289,56.0154,-162.006,56.4034517241379,2.67188482758621,0.0467435419403327,NA,NA,"ABSC"
"F49",56.2144,-161.9965,"Summer Bay",37290,56.2147,-161.997,78.1924933333333,2.62970566666667,0.019257015835016,NA,NA,"ABSC"
"F42",56.4468,-161.9871,"Summer Bay",37291,56.4473,-161.989,77.27577,2.47597433333333,0.0425343492046121,NA,NA,"ABSC"
"G41",56.4736,-161.5343,"Summer Bay",37292,56.4738,-161.534,68.5256766666667,2.520812,0.03029850479054,NA,NA,"ABSC"
"G46",56.3076,-161.5431,"Summer Bay",37293,56.3074,-161.543,63.5832114285714,2.47538485714286,0.0129151088627165,NA,NA,"ABSC"
"G51",56.1416,-161.5517,"Summer Bay",37294,56.1419,-161.552,53.5188671052632,2.43678263157895,0.070167422134367,NA,NA,"ABSC"
"H51",56.1668,-161.1024,"Summer Bay",37295,56.1666,-161.102,38.7149871428571,1.55856807142857,0.0771021135570154,NA,NA,"ABSC"
"H44",56.3991,-161.0874,"Summer Bay",37296,56.399,-161.087,60.1370581560284,2.31533432624113,0.0782977114727131,NA,NA,"ABSC"
"H38",56.5982,-161.0744,"Summer Bay",37297,56.5991,-161.075,70.3414415492958,2.307355,0.024373223324957,NA,NA,"ABSC"
"E41",56.4847,-162.4374,"Summer Bay",37298,56.4851,-162.44,74.4292327868853,2.44913360655738,0.015680895067224,NA,NA,"ABSC"
"E35",56.6839,-162.4317,"Summer Bay",37299,56.6839,-162.433,70.9228564516129,2.27338967741935,0.0480598549613982,NA,NA,"ABSC"
"E28",56.9163,-162.425,"Summer Bay",37300,56.9163,-162.426,64.1382790322581,2.00682258064516,0.065845022265662,NA,NA,"ABSC"
"D41",56.4878,-162.889,"Summer Bay",37301,56.4882,-162.89,78.9963280898876,2.52412550561798,0.0754828504004121,NA,NA,"ABSC"
"D36",56.6538,-162.8864,"Summer Bay",37302,56.654,-162.887,72.5616146067416,2.36147011235955,0.0691089739353459,NA,NA,"ABSC"
"D31",56.8198,-162.8837,"Summer Bay",37303,56.8199,-162.884,66.7754582417582,2.09458263736264,0.111271846252871,NA,NA,"ABSC"
"E48",56.2523,-162.4439,"Summer Bay",37304,56.2524,-162.444,77.0945918918919,2.71006283783784,0.0724629427546127,NA,NA,"ABSC"
"E55",56.0198,-162.4503,"Summer Bay",37305,56.0202,-162.449,75.0495493333333,2.8638048,0.0225810656967292,NA,NA,"ABSC"
"E61",55.8204,-162.4558,"Summer Bay",37306,55.8208,-162.455,57.0298851351351,2.49006554054054,0.0481260125071753,NA,NA,"ABSC"
"C41",56.4891,-163.3408,"Summer Bay",37307,56.4896,-163.34,81.6199535211268,2.68111732394366,0.0397762641339116,NA,NA,"ABSC"
"C36",56.6551,-163.3402,"Summer Bay",37308,56.6558,-163.339,75.5161012987013,2.51855909090909,0.0544738106360782,NA,NA,"ABSC"
