time,latitude,longitude,depth,temperature,sensor_type,vessel_gear_type,data_collection_program,vessel_id,tow_id,segment_type,platform_code,platform_name,DOI,qc_vessel_region,qc_gear_type,qc_date,qc_location,qc_land,qc_speed,qc_global_range,qc_temp_spike,qc_rollover,qc_temp_stuck,qc_RoC,qc_timing_gap,qc_clima
UTC,degrees_north,degrees_east,m,degree_C,,,,,,,,,,,,,,,,,,,,,,
2023-03-18T17:29:05Z,56.6788,-161.978,2.2,2.155,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,3,3,1
2023-03-18T17:29:06Z,56.6788,-161.978,3.4,2.241,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:07Z,56.6788,-161.978,4.5,2.265,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:08Z,56.6788,-161.978,5.6,2.267,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:09Z,56.6788,-161.978,6.7,2.268,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:10Z,56.6788,-161.978,7.9,2.268,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:11Z,56.6788,-161.978,9.1,2.265,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:12Z,56.6788,-161.978,10.3,2.272,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:13Z,56.6788,-161.978,11.4,2.277,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:14Z,56.6788,-161.978,12.6,2.28,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:15Z,56.6788,-161.978,13.8,2.285,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:16Z,56.6788,-161.978,15.1,2.287,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:17Z,56.6788,-161.978,16.3,2.287,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:18Z,56.6788,-161.978,17.5,2.285,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:19Z,56.6788,-161.978,18.7,2.282,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:20Z,56.6788,-161.978,19.9,2.281,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:21Z,56.6788,-161.978,21.1,2.283,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:22Z,56.6788,-161.978,22.3,2.286,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:23Z,56.6788,-161.978,23.5,2.29,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:24Z,56.6788,-161.978,24.7,2.289,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:25Z,56.6788,-161.978,25.9,2.287,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:26Z,56.6788,-161.978,27.1,2.288,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:27Z,56.6788,-161.978,28.3,2.288,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:28Z,56.6788,-161.978,29.5,2.289,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:29Z,56.6788,-161.978,30.8,2.294,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:30Z,56.6788,-161.978,31.9,2.302,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:31Z,56.6788,-161.978,33.1,2.301,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:32Z,56.6788,-161.978,34.4,2.3,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:33Z,56.6788,-161.978,35.6,2.299,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:34Z,56.6788,-161.978,36.9,2.29,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:35Z,56.6788,-161.978,38.1,2.292,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:36Z,56.6788,-161.978,39.3,2.289,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:37Z,56.6788,-161.978,40.5,2.294,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:38Z,56.6788,-161.978,41.8,2.305,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:39Z,56.6788,-161.978,43.0,2.307,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:40Z,56.6788,-161.978,44.2,2.306,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:41Z,56.6788,-161.978,45.5,2.307,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:42Z,56.6788,-161.978,46.7,2.308,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:43Z,56.6788,-161.978,47.9,2.307,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:44Z,56.6788,-161.978,49.2,2.309,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:45Z,56.6788,-161.978,50.4,2.309,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T17:29:46Z,56.6788,-161.978,51.6,2.309,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:47Z,56.6788,-161.978,52.9,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:48Z,56.6788,-161.978,54.1,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T17:29:49Z,56.6788,-161.978,55.4,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,4,1,3,1
2023-03-18T17:29:50Z,56.6788,-161.978,56.6,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,4,1,3,1
2023-03-18T17:29:51Z,56.6788,-161.978,57.8,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,4,1,3,1
2023-03-18T17:29:52Z,56.6788,-161.978,59.1,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,4,1,3,1
2023-03-18T17:29:53Z,56.6788,-161.978,60.3,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,4,1,3,1
2023-03-18T17:29:54Z,56.6788,-161.978,61.5,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T17:29:55Z,56.6788,-161.978,62.8,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:56Z,56.6788,-161.978,64.1,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:57Z,56.6788,-161.978,65.3,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:58Z,56.6788,-161.978,66.5,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:29:59Z,56.6788,-161.978,67.8,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:30:00Z,56.6788,-161.978,69.1,2.31,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:30:01Z,56.6788,-161.978,70.3,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:30:02Z,56.6788,-161.978,71.6,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T17:30:03Z,56.6788,-161.978,72.8,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,4,1,3,1
2023-03-18T17:30:04Z,56.6788,-161.978,74.2,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T17:30:05Z,56.6788,-161.978,75.5,2.311,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T17:45:05Z,56.6788,-161.978,75.76,2.3132,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Fishing,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,NaN,1,3,1
2023-03-18T18:12:35Z,56.6788,-161.978,75.6667,2.295,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Fishing,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,NaN,1,3,1
2023-03-18T18:40:10Z,56.8457,-161.97,1.7,1.656,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:11Z,56.8457,-161.97,3.3,1.766,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:12Z,56.8457,-161.97,4.5,1.8,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:13Z,56.8457,-161.97,5.7,1.821,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:14Z,56.8457,-161.97,7.0,1.838,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:15Z,56.8457,-161.97,8.4,1.845,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:16Z,56.8457,-161.97,9.7,1.849,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:17Z,56.8457,-161.97,11.1,1.851,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:18Z,56.8457,-161.97,12.4,1.853,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:19Z,56.8457,-161.97,13.9,1.853,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:20Z,56.8457,-161.97,15.3,1.852,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:21Z,56.8457,-161.97,16.7,1.851,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:22Z,56.8457,-161.97,18.2,1.857,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:23Z,56.8457,-161.97,19.7,1.863,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:24Z,56.8457,-161.97,21.2,1.872,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:25Z,56.8457,-161.97,22.7,1.875,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:26Z,56.8457,-161.97,24.3,1.894,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:27Z,56.8457,-161.97,25.8,1.931,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:28Z,56.8457,-161.97,27.4,1.947,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:29Z,56.8457,-161.97,28.9,1.959,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:30Z,56.8457,-161.97,30.5,1.975,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:31Z,56.8457,-161.97,31.9,2.002,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:32Z,56.8457,-161.97,33.5,2.008,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:33Z,56.8457,-161.97,34.9,2.011,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:34Z,56.8457,-161.97,36.5,2.012,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:35Z,56.8457,-161.97,38.0,2.012,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T18:40:36Z,56.8457,-161.97,39.4,2.012,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:37Z,56.8457,-161.97,40.9,2.014,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:38Z,56.8457,-161.97,42.4,2.016,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:39Z,56.8457,-161.97,43.8,2.016,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,3,1,3,1
2023-03-18T18:40:40Z,56.8457,-161.97,45.2,2.016,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:41Z,56.8457,-161.97,46.7,2.027,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:42Z,56.8457,-161.97,48.1,2.029,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:43Z,56.8457,-161.97,49.6,2.033,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:44Z,56.8457,-161.97,51.1,2.043,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:45Z,56.8457,-161.97,52.5,2.047,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:46Z,56.8457,-161.97,54.0,2.05,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:47Z,56.8457,-161.97,55.4,2.048,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:48Z,56.8457,-161.97,56.9,2.043,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:49Z,56.8457,-161.97,58.4,2.035,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:50Z,56.8457,-161.97,59.8,2.048,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:51Z,56.8457,-161.97,61.2,2.054,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:52Z,56.8457,-161.97,62.6,2.064,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:53Z,56.8457,-161.97,64.1,2.066,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:54Z,56.8457,-161.97,65.5,2.065,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:55Z,56.8457,-161.97,66.9,2.073,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:56Z,56.8457,-161.97,68.3,2.074,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:57Z,56.8457,-161.97,69.7,2.077,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:58Z,56.8457,-161.97,71.1,2.078,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:40:59Z,56.8457,-161.97,72.1,2.081,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37385,Profiling Down,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,1,1,3,1
2023-03-18T18:42:35Z,56.6788,-161.978,75.5167,2.296,Moana TD,Traps/Pots,Alaska Marine Conservation Council,120,37384,Fishing,AMCC_2,AMCC Vessel 2,,1,1,1,1,NaN,1,1,1,1,NaN,1,3,1
