VESSEL,CRUISE,HAUL,COMMON_NAME,SPECIES_CODE,WEIGHT,NUMBER_CRAB,HAUL_ID,RECORDING_DEVICE,ID
162,202201,32,"red king crab",69322,44.000,10.00000,6,"18c475f58d54b66e","18c475f58d54b66e_3269322"
