VESSEL,CRUISE,HAUL,COMMON_NAME,SPECIES_CODE,WEIGHT,NUMBER_CRAB,HAUL_ID,RECORDING_DEVICE,ID
162,202201,33,"red king crab",69322,44.000,9.00000,7,"18c475f58d54b66e","18c475f58d54b66e_3369322"
